StudentID,Age,Gender,Program,Year,CGPA,AttendancePercent,Scholarship,DistanceKM,ParentsEducation,FamilyIncome,PlacementStatus,Internship,ExtraCurricularScore,SatisfactionScore,EngagementScore,FeesPendingMonths,ModeOfStudy,CounselingSessions,MentorAssigned,PreviousInstitution,Churn
S005300,19,Female,ECE,4,6.62,65.1,Yes,0.3,Graduate,2-5L,Placed,No,5.2,8.7,80,1,Hybrid,1,No,Public,0
S005301,21,Male,ME,4,7.74,81.5,No,10.5,No formal,<2L,Not Placed,No,5.2,6.9,74,0,Offline,0,Yes,Public,0
S005302,19,Male,AEIE,1,7.83,92.5,No,20.1,Postgraduate,5-10L,Not Placed,No,3.8,7.0,62,1,Offline,1,Yes,Public,0
S005303,18,Female,ME,3,7.34,93.6,No,0.8,Graduate,<2L,Placed,No,9.8,8.0,60,1,Hybrid,0,Yes,Private,0
S005304,20,Female,EEE,1,7.21,53.1,No,2.6,High School,5-10L,Placed,Yes,5.5,7.6,63,1,Offline,1,No,Boarding,1
S005305,18,Male,Civil,4,7.18,74.0,No,6.4,Graduate,2-5L,Not Placed,No,7.1,10.0,70,0,Online,0,Yes,Other,0
S005306,18,Male,CSE,4,7.05,84.9,No,1.4,Postgraduate,5-10L,Placed,No,7.7,4.3,64,1,Online,0,Yes,Private,0
S005307,20,Male,CSE,2,7.65,84.8,No,13.4,Postgraduate,10-20L,Not Placed,No,3.4,4.1,66,0,Offline,0,Yes,Public,1
S005308,19,Male,ME,2,7.6,88.8,No,13.9,Graduate,2-5L,Not Placed,No,5.3,6.2,78,1,Online,1,Yes,Private,0
S005309,20,Female,ME,2,8.17,79.9,No,13.8,Graduate,<2L,Not Placed,No,6.6,6.7,82,0,Offline,0,Yes,Private,0
S005310,19,Female,EEE,2,8.29,70.7,No,19.1,High School,2-5L,Not Placed,Yes,5.5,6.6,46,0,Offline,1,Yes,Public,0
S005311,19,Male,CE,3,7.55,79.2,No,1.2,Graduate,>20L,Placed,No,4.9,7.8,65,1,Hybrid,1,No,Public,1
S005312,21,Female,IT,2,8.02,70.8,No,0.8,Postgraduate,2-5L,Not Placed,No,8.2,4.5,81,0,Offline,1,Yes,Other,0
S005313,18,Male,CE,2,7.2,86.6,No,13.2,Professional,2-5L,Not Placed,No,8.1,9.0,74,0,Offline,0,Yes,Private,0
S005314,19,Female,ME,3,8.1,95.5,No,1.4,Professional,2-5L,Not Placed,No,6.7,7.2,80,0,Hybrid,0,Yes,Public,0
S005315,18,Female,ME,1,5.93,66.9,No,26.9,High School,2-5L,Not Placed,No,7.5,2.7,50,0,Offline,1,Yes,Public,0
S005316,20,Female,Civil,4,6.4,88.4,No,13.3,Graduate,>20L,Not Placed,No,6.4,6.4,64,1,Offline,0,Yes,Private,0
S005317,21,Male,ECE,2,7.38,67.8,No,0.8,High School,2-5L,Not Placed,No,1.1,8.9,51,1,Offline,0,Yes,Public,0
S005318,21,Male,ECE,2,5.56,80.7,No,8.3,High School,<2L,Not Placed,No,9.5,6.8,50,0,Offline,0,No,Other,1
S005319,21,Male,Civil,2,7.46,65.3,No,18.0,Postgraduate,2-5L,Not Placed,No,7.7,5.2,59,0,Offline,0,No,Public,0
S005320,20,Male,ECE,4,7.44,86.8,No,13.8,Graduate,2-5L,Placed,No,4.6,6.0,79,0,Offline,1,Yes,Private,0
S005321,19,Female,Civil,2,7.83,95.9,No,30.9,High School,<2L,Not Placed,No,0.0,6.5,62,1,Offline,1,Yes,Private,0
S005322,22,Male,EEE,3,7.78,79.7,No,21.3,Postgraduate,<2L,Not Placed,No,7.1,5.4,75,2,Offline,0,Yes,Private,1
S005323,21,Male,ECE,2,8.32,79.3,No,2.6,High School,2-5L,Not Placed,No,5.4,8.1,69,1,Hybrid,1,Yes,Public,0
S005324,19,Male,CSE,1,6.55,78.0,No,0.1,Professional,<2L,Placed,No,6.1,7.0,62,0,Offline,1,Yes,Public,0
S005325,20,Male,IT,1,6.09,78.3,No,4.7,Graduate,2-5L,Partially Placed,No,4.0,4.0,50,0,Online,0,No,Public,0
S005326,19,Other,IT,3,7.8,72.2,No,17.6,High School,2-5L,Partially Placed,Yes,4.2,4.7,86,0,Offline,0,Yes,Private,0
S005327,21,Male,ECE,3,5.42,86.3,No,0.5,Postgraduate,>20L,Not Placed,No,1.9,9.3,56,1,Online,1,Yes,Public,1
S005328,22,Male,IT,1,6.7,73.9,No,3.2,High School,2-5L,Not Placed,No,7.8,5.3,53,1,Offline,0,Yes,Public,1
S005329,20,Male,IT,3,8.84,87.4,Yes,10.9,No formal,<2L,Partially Placed,Yes,6.2,6.5,80,1,Online,2,Yes,Boarding,0
S005330,21,Male,IT,3,8.81,73.2,No,4.7,Postgraduate,>20L,Not Placed,No,8.2,8.1,76,0,Hybrid,2,Yes,Public,0
S005331,20,Female,AEIE,3,7.91,78.4,No,7.8,No formal,10-20L,Not Placed,No,4.1,7.5,63,0,Hybrid,1,No,Private,0
S005332,21,Female,ME,1,6.82,65.3,No,14.9,High School,5-10L,Not Placed,No,7.5,5.8,43,0,Online,1,Yes,Public,1
S005333,16,Female,ECE,3,6.08,70.7,No,13.4,High School,2-5L,Not Placed,Yes,5.2,7.5,73,2,Offline,1,Yes,Private,0
S005334,20,Male,CE,1,7.3,76.8,No,15.0,Graduate,5-10L,Not Placed,No,5.3,4.0,100,2,Offline,1,Yes,Private,0
S005335,20,Female,ECE,4,5.65,75.1,No,3.5,High School,2-5L,Not Placed,No,7.9,5.9,57,0,Offline,0,Yes,Public,0
S005336,19,Male,IT,3,7.22,74.6,No,12.4,High School,5-10L,Not Placed,No,6.2,6.5,58,0,Offline,0,Yes,Private,0
S005337,22,Female,IT,2,7.45,75.6,No,27.3,No formal,<2L,Placed,No,4.1,5.5,78,0,Online,1,No,Public,0
S005338,21,Male,EEE,4,6.62,74.4,No,5.9,Graduate,2-5L,Placed,No,6.0,6.3,74,0,Online,1,Yes,Public,1
S005339,20,Male,IT,1,7.61,93.0,No,2.9,High School,2-5L,Not Placed,Yes,4.7,7.6,80,0,Hybrid,1,Yes,Public,0
S005340,19,Male,IT,2,6.78,93.0,No,5.1,Postgraduate,2-5L,Not Placed,No,9.3,6.2,69,0,Offline,1,Yes,Public,0
S005341,21,Male,EEE,4,7.86,78.0,No,11.6,High School,10-20L,Not Placed,No,5.9,8.8,63,0,Hybrid,0,Yes,Private,0
S005342,19,Female,ME,1,6.1,76.4,No,3.5,Professional,5-10L,Not Placed,No,6.1,5.4,60,0,Online,0,Yes,Boarding,0
S005343,17,Male,ME,3,6.43,76.2,No,11.5,High School,5-10L,Not Placed,No,6.1,6.3,60,2,Online,0,Yes,Public,0
S005344,18,Female,EEE,3,6.6,66.5,No,6.5,Graduate,<2L,Not Placed,Yes,9.9,2.8,75,0,Offline,2,Yes,Other,0
S005345,18,Female,EEE,2,7.55,83.2,No,12.6,Graduate,10-20L,Not Placed,No,4.2,5.2,63,1,Online,1,No,Junior College,0
S005346,18,Female,CSE,4,7.21,68.0,No,4.9,Postgraduate,10-20L,Placed,No,3.0,5.1,74,0,Offline,1,Yes,Public,0
S005347,16,Male,CE,2,6.13,81.9,Yes,15.4,Postgraduate,<2L,Not Placed,Yes,4.5,7.1,45,0,Offline,1,Yes,Public,0
S005348,18,Female,EEE,1,6.18,73.7,No,6.7,Graduate,2-5L,Not Placed,Yes,2.8,5.3,60,0,Offline,3,No,Private,0
S005349,17,Male,CE,4,6.7,79.1,No,14.6,High School,<2L,Placed,No,5.1,6.3,65,0,Offline,1,Yes,Other,0
S005350,21,Male,Civil,1,5.66,85.8,No,18.2,High School,5-10L,Not Placed,No,3.5,2.8,79,0,Hybrid,0,No,Junior College,1
S005351,18,Female,ME,2,7.27,81.6,No,20.5,High School,<2L,Not Placed,No,9.7,8.0,52,0,Online,0,Yes,Private,0
S005352,20,Male,ECE,3,7.34,78.5,No,4.0,Postgraduate,<2L,Not Placed,No,2.9,3.7,63,0,Hybrid,0,Yes,Private,0
S005353,20,Male,CSE,1,7.86,78.9,No,14.2,Postgraduate,2-5L,Placed,No,10.0,6.9,69,1,Hybrid,0,Yes,Public,0
S005354,20,Male,CE,1,7.85,75.4,No,14.7,Postgraduate,5-10L,Not Placed,Yes,2.5,5.3,62,1,Hybrid,1,No,Other,0
S005355,22,Male,AEIE,2,6.75,92.0,No,11.1,High School,2-5L,Not Placed,No,6.5,4.0,62,0,Hybrid,1,Yes,Private,0
S005356,21,Male,ECE,4,7.26,72.4,No,4.9,Graduate,5-10L,Not Placed,No,5.5,8.7,83,0,Hybrid,0,Yes,Public,0
S005357,18,Male,EEE,2,8.18,81.9,No,2.1,Graduate,>20L,Not Placed,No,3.5,7.8,88,0,Offline,0,No,Public,0
S005358,18,Male,IT,3,6.81,82.4,No,1.0,No formal,<2L,Not Placed,No,1.7,5.5,81,1,Offline,1,Yes,Private,0
S005359,20,Male,Civil,4,5.67,89.8,No,10.4,High School,<2L,Not Placed,No,1.8,9.8,57,0,Offline,0,No,Public,0
S005360,21,Male,CE,4,7.5,86.6,No,17.1,Professional,<2L,Not Placed,Yes,4.3,6.1,57,1,Offline,0,No,Public,0
S005361,17,Female,ME,4,8.03,83.3,Yes,13.9,High School,2-5L,Partially Placed,No,5.4,8.0,72,0,Hybrid,0,Yes,Private,0
S005362,19,Male,ECE,4,8.49,70.9,No,0.2,Graduate,<2L,Placed,No,3.5,5.7,57,1,Online,0,Yes,Private,0
S005363,21,Female,IT,3,7.13,61.2,No,16.2,Graduate,2-5L,Not Placed,No,6.4,8.4,70,0,Offline,0,Yes,Public,0
S005364,19,Male,CSE,4,7.78,71.8,No,3.5,No formal,2-5L,Partially Placed,No,5.2,4.6,65,0,Offline,1,Yes,Private,0
S005365,20,Male,CSE,1,7.58,63.3,No,4.8,High School,<2L,Not Placed,No,3.5,6.9,57,0,Offline,1,Yes,Public,0
S005366,20,Male,CSE,4,7.28,69.0,No,8.5,High School,2-5L,Placed,No,2.4,8.5,69,1,Hybrid,0,Yes,Public,0
S005367,21,Male,CE,3,6.8,70.5,Yes,3.7,Graduate,<2L,Not Placed,No,8.5,6.1,86,0,Offline,0,Yes,Public,0
S005368,20,Female,CSE,2,6.68,74.1,No,2.0,No formal,<2L,Not Placed,No,6.6,8.6,60,1,Hybrid,0,Yes,Private,1
S005369,19,Male,IT,2,6.2,78.9,No,2.6,No formal,<2L,Not Placed,No,3.7,6.8,37,2,Offline,0,Yes,Private,1
S005370,20,Other,CE,2,7.57,66.3,Yes,21.6,Postgraduate,5-10L,Not Placed,No,7.4,7.8,73,1,Offline,0,Yes,Public,0
S005371,21,Female,Civil,4,7.52,68.4,No,20.5,High School,>20L,Not Placed,No,3.2,7.4,62,0,Online,1,Yes,Public,0
S005372,22,Male,ME,3,7.58,79.4,No,2.1,High School,<2L,Not Placed,No,6.5,5.5,71,0,Online,0,No,Public,0
S005373,19,Female,ECE,2,7.13,84.3,No,4.9,Postgraduate,2-5L,Not Placed,No,7.4,5.2,57,0,Online,0,No,Public,1
S005374,18,Female,ME,1,7.35,84.6,No,23.5,High School,2-5L,Not Placed,No,2.3,5.2,64,0,Hybrid,0,Yes,Public,0
S005375,18,Male,CE,3,6.82,68.9,No,0.1,High School,2-5L,Not Placed,Yes,4.8,9.1,53,0,Offline,0,Yes,Private,1
S005376,18,Female,Civil,2,5.9,68.4,No,11.4,Graduate,5-10L,Not Placed,No,5.0,4.2,52,0,Offline,0,No,Private,1
S005377,22,Male,IT,1,7.52,76.2,No,5.5,Postgraduate,10-20L,Not Placed,No,6.1,4.9,46,3,Hybrid,1,No,Junior College,0
S005378,20,Male,AEIE,4,7.52,76.7,No,6.5,High School,<2L,Not Placed,No,4.9,3.8,48,0,Offline,0,No,Private,0
S005379,22,Female,AEIE,2,6.88,81.5,No,19.4,High School,2-5L,Not Placed,No,7.4,8.3,80,0,Hybrid,1,No,Junior College,0
S005380,19,Female,EEE,1,7.12,58.4,No,1.1,Graduate,2-5L,Not Placed,Yes,2.7,5.5,45,0,Offline,2,Yes,Private,0
S005381,22,Male,ECE,3,7.34,80.1,No,9.8,Postgraduate,<2L,Not Placed,No,4.9,2.7,61,0,Offline,0,Yes,Private,0
S005382,20,Female,IT,3,7.99,72.9,No,9.0,Graduate,5-10L,Not Placed,Yes,5.7,3.8,88,0,Offline,1,Yes,Private,0
S005383,19,Male,IT,3,7.45,89.7,No,3.4,Graduate,<2L,Not Placed,No,10.0,4.7,64,1,Online,0,Yes,Private,0
S005384,22,Male,Civil,1,7.64,87.7,No,13.8,Graduate,<2L,Not Placed,Yes,5.4,5.4,70,0,Offline,1,Yes,Public,0
S005385,18,Male,IT,4,8.23,70.3,No,26.7,Graduate,<2L,Placed,No,6.0,4.5,58,1,Online,1,No,Public,0
S005386,20,Female,AEIE,1,7.07,81.7,No,5.8,Graduate,2-5L,Not Placed,Yes,4.3,6.1,70,1,Offline,1,No,Public,1
S005387,19,Female,CE,4,6.84,61.3,No,14.0,Postgraduate,2-5L,Not Placed,Yes,4.7,6.7,76,0,Offline,0,Yes,Public,0
S005388,20,Male,EEE,3,6.94,86.9,Yes,4.7,Graduate,5-10L,Not Placed,No,4.2,7.2,70,0,Online,0,Yes,Private,0
S005389,18,Male,ECE,3,6.19,89.8,No,2.2,High School,5-10L,Not Placed,No,5.4,5.4,58,0,Hybrid,0,No,Public,0
S005390,18,Male,CE,1,8.17,69.3,Yes,5.9,Graduate,10-20L,Not Placed,No,4.3,6.6,70,0,Hybrid,1,No,Public,0
S005391,17,Female,ME,1,7.27,64.9,No,21.2,Postgraduate,5-10L,Not Placed,No,3.4,6.5,63,0,Offline,1,No,Private,0
S005392,20,Male,ME,4,8.94,74.6,No,20.0,Graduate,2-5L,Not Placed,No,4.0,6.3,76,0,Offline,0,Yes,Public,0
S005393,17,Male,ME,3,7.52,81.6,Yes,12.4,Graduate,<2L,Not Placed,No,2.8,8.6,72,1,Hybrid,1,Yes,Public,0
S005394,20,Male,IT,1,6.11,70.4,No,11.0,Graduate,5-10L,Not Placed,No,7.5,6.3,44,1,Offline,0,Yes,Private,0
S005395,20,Male,EEE,1,8.26,63.4,No,4.2,Graduate,5-10L,Not Placed,No,6.8,6.5,65,0,Offline,1,Yes,Public,0
S005396,20,Female,Civil,1,6.38,93.7,Yes,14.3,No formal,5-10L,Placed,No,6.8,2.4,62,0,Hybrid,0,Yes,Private,0
S005397,18,Male,CE,3,7.16,64.2,No,9.5,Professional,2-5L,Not Placed,No,2.3,10.0,52,1,Online,0,No,Private,0
S005398,20,Female,AEIE,1,6.74,62.5,No,21.4,High School,2-5L,Not Placed,No,2.2,9.3,80,0,Hybrid,1,Yes,Public,0
S005399,17,Female,IT,3,5.62,83.4,No,4.1,Postgraduate,2-5L,Not Placed,Yes,5.5,6.9,65,0,Hybrid,0,No,Public,0
S005400,20,Male,AEIE,1,6.88,73.9,No,0.8,Graduate,2-5L,Not Placed,No,0.2,5.9,65,0,Online,0,No,Public,0
S005401,21,Male,CE,4,8.95,90.0,No,31.4,Postgraduate,<2L,Not Placed,No,2.9,6.2,73,0,Online,2,No,Private,0
S005402,18,Male,CSE,1,7.82,73.6,Yes,11.5,No formal,10-20L,Not Placed,No,6.2,6.3,68,0,Offline,1,No,Private,0
S005403,17,Female,ECE,2,6.28,90.5,No,0.4,Postgraduate,5-10L,Partially Placed,No,4.2,9.3,47,1,Offline,0,Yes,Public,1
S005404,20,Male,Civil,3,8.61,79.5,No,14.3,High School,<2L,Not Placed,No,5.5,8.2,70,0,Offline,0,Yes,Public,0
S005405,20,Female,ECE,2,7.8,77.7,No,21.0,Graduate,<2L,Not Placed,Yes,3.4,5.7,48,1,Offline,0,No,Boarding,1
S005406,22,Male,EEE,4,7.02,93.8,Yes,8.8,Postgraduate,2-5L,Not Placed,Yes,4.6,7.8,71,2,Offline,4,No,Public,0
S005407,19,Female,EEE,1,6.67,62.3,No,0.2,Professional,2-5L,Not Placed,Yes,10.0,9.1,68,0,Offline,0,Yes,Public,0
S005408,17,Male,ECE,2,7.66,79.9,No,21.4,High School,5-10L,Not Placed,Yes,1.7,6.6,42,1,Online,1,Yes,Private,0
S005409,19,Male,CSE,2,7.5,83.2,Yes,13.1,Postgraduate,<2L,Not Placed,No,4.9,9.6,72,2,Online,0,Yes,Private,0
S005410,19,Female,CE,3,6.11,75.0,No,15.3,High School,<2L,Not Placed,No,6.5,6.9,58,1,Offline,0,Yes,Private,0
S005411,19,Male,CE,3,7.7,80.3,No,15.2,High School,10-20L,Not Placed,No,4.6,5.2,77,0,Offline,1,No,Public,1
S005412,19,Male,EEE,1,7.92,83.4,No,6.3,High School,2-5L,Placed,Yes,3.5,4.7,70,0,Hybrid,0,Yes,Junior College,0
S005413,21,Male,ME,4,5.79,99.4,No,23.7,High School,<2L,Placed,No,6.0,6.1,47,0,Offline,3,Yes,Public,0
S005414,18,Female,ECE,2,6.53,89.2,No,19.1,Graduate,<2L,Not Placed,Yes,4.2,8.7,59,0,Offline,2,No,Junior College,0
S005415,18,Male,CSE,2,6.37,87.9,No,5.1,Graduate,2-5L,Not Placed,Yes,10.0,7.9,39,0,Online,0,Yes,Junior College,1
S005416,24,Male,CSE,1,8.08,76.8,No,1.9,Postgraduate,10-20L,Not Placed,Yes,6.5,5.2,61,0,Online,0,No,Public,0
S005417,21,Female,ECE,3,7.88,65.0,No,9.4,Graduate,<2L,Not Placed,No,8.4,6.2,67,0,Online,0,Yes,Private,0
S005418,20,Male,ME,1,7.6,78.4,No,5.0,High School,2-5L,Partially Placed,No,5.6,7.4,64,0,Hybrid,0,No,Private,0
S005419,19,Female,Civil,2,7.52,90.6,No,22.3,Graduate,2-5L,Not Placed,No,6.1,4.0,67,3,Offline,0,No,Public,0
S005420,20,Male,AEIE,2,6.93,94.9,No,10.0,High School,2-5L,Not Placed,No,1.7,8.4,70,0,Offline,0,No,Public,0
S005421,19,Male,ME,3,8.52,95.2,No,7.9,Graduate,<2L,Not Placed,No,2.2,6.7,56,1,Offline,0,Yes,Public,0
S005422,20,Male,ECE,3,6.56,82.3,No,10.5,Professional,2-5L,Not Placed,Yes,2.3,6.5,55,0,Offline,0,Yes,Private,0
S005423,20,Male,ME,3,5.66,84.2,No,6.5,Graduate,2-5L,Not Placed,No,1.6,5.0,73,0,Offline,0,Yes,Private,0
S005424,20,Female,CSE,4,7.51,81.5,No,3.4,High School,10-20L,Placed,No,2.9,8.3,76,0,Hybrid,0,Yes,Public,0
S005425,16,Male,IT,3,7.23,79.7,No,0.5,High School,5-10L,Not Placed,No,9.2,9.9,74,0,Hybrid,1,No,Public,0
S005426,21,Male,IT,3,7.28,69.7,No,16.6,Postgraduate,2-5L,Not Placed,No,8.5,10.0,79,1,Offline,0,No,Public,1
S005427,21,Male,ECE,3,7.35,73.1,No,3.1,No formal,2-5L,Not Placed,No,1.9,6.9,64,0,Offline,2,No,Private,0
S005428,20,Male,ME,1,5.46,56.8,No,16.2,High School,2-5L,Not Placed,Yes,4.8,4.9,82,1,Offline,0,Yes,Public,0
S005429,20,Female,CSE,1,5.58,67.3,No,8.3,Postgraduate,2-5L,Not Placed,No,0.0,7.0,57,0,Hybrid,0,Yes,Public,0
S005430,18,Male,CE,1,6.79,78.1,Yes,14.6,High School,5-10L,Not Placed,Yes,7.6,5.8,78,0,Online,2,Yes,Junior College,0
S005431,18,Male,ME,3,7.93,82.4,Yes,2.7,Graduate,2-5L,Not Placed,No,6.5,5.7,58,0,Hybrid,0,Yes,Public,0
S005432,20,Male,ME,4,7.06,70.5,No,1.3,Graduate,2-5L,Placed,No,9.8,6.7,83,1,Offline,0,Yes,Private,0
S005433,21,Male,ME,4,7.31,74.3,No,1.5,Professional,2-5L,Partially Placed,Yes,7.7,8.0,62,3,Online,1,Yes,Private,1
S005434,21,Other,Civil,3,6.65,85.5,No,3.4,Postgraduate,5-10L,Not Placed,No,5.8,5.9,65,0,Offline,1,Yes,Private,0
S005435,21,Female,ME,1,6.75,69.1,No,10.8,Graduate,2-5L,Not Placed,No,7.4,9.1,72,0,Offline,0,Yes,Public,0
S005436,19,Male,ECE,1,6.59,93.2,No,17.9,Graduate,10-20L,Not Placed,Yes,5.6,5.8,76,0,Offline,0,Yes,Private,0
S005437,18,Male,Civil,3,6.86,81.7,No,12.2,Graduate,5-10L,Not Placed,No,5.1,8.0,67,1,Offline,0,Yes,Private,0
S005438,20,Male,IT,1,6.62,60.1,No,17.8,Postgraduate,<2L,Not Placed,No,8.6,3.7,47,0,Offline,0,Yes,Other,0
S005439,21,Male,Civil,1,7.9,66.6,No,0.6,High School,>20L,Not Placed,No,6.4,6.8,56,0,Offline,0,Yes,Other,0
S005440,17,Male,ECE,3,6.86,61.0,No,27.5,Graduate,<2L,Not Placed,No,2.9,5.4,83,1,Offline,1,No,Private,0
S005441,19,Male,ECE,2,7.07,74.6,No,5.3,Graduate,2-5L,Not Placed,No,2.7,5.6,66,1,Offline,1,Yes,Public,0
S005442,19,Male,ME,2,7.14,74.0,No,25.4,Graduate,5-10L,Not Placed,No,5.9,7.9,69,0,Hybrid,1,Yes,Private,0
S005443,17,Male,CE,1,6.91,82.5,No,7.9,Postgraduate,10-20L,Not Placed,No,2.4,5.8,66,0,Offline,0,Yes,Public,0
S005444,22,Male,ECE,2,7.09,80.4,No,6.1,Graduate,<2L,Not Placed,Yes,7.2,7.7,69,0,Offline,1,No,Private,1
S005445,20,Female,EEE,4,6.52,72.5,No,13.5,High School,2-5L,Not Placed,Yes,3.2,7.9,69,0,Offline,0,Yes,Public,1
S005446,17,Male,Civil,4,7.43,82.2,No,1.1,Graduate,<2L,Placed,No,5.1,6.5,59,0,Hybrid,1,Yes,Public,0
S005447,19,Male,AEIE,2,6.63,100.0,No,0.9,Graduate,<2L,Not Placed,Yes,0.0,7.9,50,0,Online,0,No,Public,0
S005448,20,Male,ME,3,7.54,75.0,No,7.8,High School,5-10L,Not Placed,No,8.3,8.8,65,1,Offline,0,No,Private,0
S005449,21,Male,AEIE,4,8.12,87.0,No,5.9,Graduate,<2L,Not Placed,No,7.5,6.2,69,0,Offline,0,No,Junior College,0
S005450,18,Female,CSE,3,8.19,84.4,No,1.9,High School,2-5L,Not Placed,No,7.2,7.8,58,0,Hybrid,1,Yes,Private,0
S005451,20,Male,CSE,2,6.18,98.8,No,6.7,High School,2-5L,Not Placed,No,5.7,5.5,57,0,Offline,0,Yes,Junior College,0
S005452,17,Female,EEE,3,5.65,85.8,Yes,12.1,Graduate,5-10L,Not Placed,No,3.7,4.1,64,0,Offline,1,No,Private,1
S005453,17,Other,CSE,4,7.32,78.4,No,26.6,Graduate,2-5L,Partially Placed,No,4.7,4.9,80,0,Online,2,Yes,Private,0
S005454,20,Female,EEE,3,7.21,74.1,No,21.7,Graduate,<2L,Not Placed,No,8.9,6.7,40,0,Hybrid,2,Yes,Public,0
S005455,19,Female,IT,4,6.48,78.8,No,27.3,Graduate,2-5L,Not Placed,Yes,4.2,5.4,82,0,Offline,0,Yes,Junior College,1
S005456,18,Female,AEIE,3,6.18,70.3,No,1.2,Postgraduate,2-5L,Not Placed,No,4.3,6.7,55,0,Hybrid,1,No,Private,0
S005457,20,Male,ECE,2,9.26,89.4,No,9.6,High School,2-5L,Partially Placed,No,4.7,6.6,73,0,Offline,2,Yes,Public,0
S005458,19,Female,CE,2,6.39,62.4,No,10.0,Postgraduate,<2L,Not Placed,No,7.0,7.9,78,1,Offline,0,No,Public,1
S005459,18,Male,CSE,1,6.91,88.1,No,7.8,Professional,>20L,Not Placed,Yes,9.8,4.9,63,0,Online,0,No,Junior College,0
S005460,20,Male,CSE,2,8.07,77.4,No,10.3,Graduate,>20L,Placed,No,4.2,5.5,70,0,Offline,0,No,Junior College,0
S005461,21,Male,ME,2,8.32,89.4,No,6.9,Postgraduate,<2L,Not Placed,No,8.1,8.4,74,0,Offline,2,Yes,Public,0
S005462,18,Male,Civil,3,6.78,84.0,No,0.2,Graduate,2-5L,Partially Placed,No,4.7,9.0,58,0,Offline,0,Yes,Private,0
S005463,20,Male,CE,2,7.6,69.4,No,5.5,Graduate,<2L,Not Placed,No,5.6,3.3,63,1,Offline,1,Yes,Private,0
S005464,21,Male,ECE,2,6.7,78.1,No,13.4,Professional,<2L,Partially Placed,No,1.8,5.8,65,2,Offline,0,No,Public,1
S005465,22,Female,AEIE,3,5.43,97.2,No,10.7,Graduate,2-5L,Not Placed,No,7.7,7.0,51,2,Offline,1,Yes,Private,1
S005466,19,Male,EEE,2,7.88,65.6,No,4.0,Professional,5-10L,Not Placed,No,7.1,7.0,40,0,Online,0,No,Public,0
S005467,20,Male,ECE,2,8.34,79.4,No,23.1,High School,>20L,Not Placed,No,6.5,8.8,100,1,Offline,0,Yes,Junior College,0
S005468,19,Female,CSE,3,7.25,86.4,Yes,3.4,Professional,<2L,Not Placed,Yes,6.7,5.7,60,0,Offline,0,Yes,Private,0
S005469,19,Female,CE,3,8.9,92.1,No,4.7,Graduate,10-20L,Not Placed,No,6.6,6.8,78,0,Offline,0,No,Other,0
S005470,17,Male,CSE,3,7.56,86.0,No,1.6,Graduate,2-5L,Not Placed,No,2.5,9.0,73,1,Offline,0,Yes,Public,0
S005471,18,Male,ECE,4,7.21,76.1,No,6.7,High School,2-5L,Placed,No,9.2,6.8,80,1,Hybrid,1,Yes,Public,1
S005472,22,Male,IT,3,8.12,77.9,No,14.3,Graduate,2-5L,Not Placed,No,4.2,7.4,75,0,Offline,0,Yes,Public,0
S005473,19,Male,IT,2,7.53,66.7,No,1.3,High School,2-5L,Not Placed,No,9.0,5.9,56,1,Hybrid,1,No,Private,0
S005474,21,Male,AEIE,1,7.21,84.6,No,24.0,Graduate,2-5L,Not Placed,No,9.7,4.1,52,0,Offline,0,Yes,Public,0
S005475,20,Male,IT,2,7.19,70.0,No,19.2,Graduate,<2L,Not Placed,Yes,7.1,9.9,50,0,Online,0,No,Public,0
S005476,23,Male,Civil,1,6.54,71.7,No,13.6,High School,5-10L,Not Placed,No,0.4,6.4,69,0,Hybrid,2,No,Private,0
S005477,17,Male,AEIE,2,7.8,86.0,No,20.9,Graduate,2-5L,Not Placed,No,6.3,8.1,78,1,Offline,0,No,Boarding,0
S005478,19,Male,ECE,4,8.8,76.0,No,10.1,Postgraduate,5-10L,Placed,No,8.0,7.8,77,0,Offline,1,Yes,Private,0
S005479,20,Male,Civil,2,7.5,69.4,No,11.5,Graduate,5-10L,Not Placed,No,5.2,10.0,45,0,Online,0,Yes,Public,0
S005480,17,Male,EEE,4,7.61,92.6,No,1.1,High School,2-5L,Partially Placed,No,5.5,10.0,74,0,Offline,1,Yes,Private,0
S005481,18,Male,ECE,3,5.94,83.3,No,0.6,Graduate,2-5L,Not Placed,No,4.4,3.5,46,0,Offline,0,No,Public,1
S005482,19,Female,CSE,2,7.86,72.0,Yes,28.2,High School,>20L,Not Placed,No,7.8,8.4,78,0,Offline,1,Yes,Private,0
S005483,21,Female,EEE,2,7.62,68.7,No,14.4,Graduate,2-5L,Not Placed,Yes,4.3,6.5,60,1,Offline,0,Yes,Private,1
S005484,20,Male,EEE,2,7.1,83.0,No,4.7,High School,<2L,Not Placed,No,6.7,6.9,58,0,Offline,2,No,Private,0
S005485,22,Male,EEE,2,6.39,83.9,No,4.3,High School,2-5L,Not Placed,Yes,9.6,7.3,62,3,Hybrid,1,No,Junior College,0
S005486,20,Male,CSE,2,6.7,61.4,No,6.1,Professional,2-5L,Not Placed,No,3.9,7.1,65,0,Hybrid,0,No,Public,0
S005487,17,Female,CSE,2,5.45,70.5,No,4.5,Postgraduate,2-5L,Not Placed,No,1.9,4.2,49,0,Offline,0,No,Public,0
S005488,21,Other,ECE,2,6.24,57.5,No,11.8,Graduate,<2L,Not Placed,No,4.4,8.0,63,1,Offline,1,Yes,Public,1
